"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"lepA",9716.69381281356,-0.404776795671317,0.0535546956450675,-7.55819430576108,4.08703208782923e-14,7.0759233763284e-14
"rihB",11657.12217839,-0.404792061906955,0.085023014329429,-4.76097048663263,1.92664224884368e-06,2.76371123308097e-06
"rnmV",1602.11348678193,-0.406054782515967,0.0875268082969789,-4.63920472386267,3.49752457193735e-06,4.97245931134865e-06
"rasP",6601.84830108782,-0.407980547134278,0.0757233391950628,-5.38777808098667,7.13340542224007e-08,1.07034571499903e-07
"cspL",18991.4570593694,-0.40954779490434,0.0848788957897433,-4.82508391625224,1.39944332335758e-06,2.01651075809325e-06
"prmA",1637.00434921561,-0.412053360949584,0.0789459383950869,-5.21943711514901,1.79467737337898e-07,2.67029277715048e-07
"stp",9206.94826211643,-0.414780640512877,0.0521137750938501,-7.9591363275048,1.73244277310311e-15,3.0523082154562e-15
"map",10701.6892673282,-0.420673844984387,0.0603349598628413,-6.97230670146627,3.11785897123503e-12,5.2445669852985e-12
"cvfB",3348.16228603309,-0.427820123033108,0.0640089361903463,-6.68375618305668,2.32894168276349e-11,3.86063154466395e-11
"yidA_3",2608.4036609172,-0.430032909656831,0.0701007304817122,-6.13449969353768,8.54276087592621e-10,1.35429879759227e-09
"rpe_2",1102.66989784535,-0.43179428379347,0.0889747976531224,-4.8529954007523,1.216105122256e-06,1.75708497772612e-06
"ppm1",4704.77505026772,-0.441385193366017,0.0685815406886228,-6.43591830883496,1.22729031557307e-10,1.99309951655058e-10
"ettA_2",6263.52504815,-0.44747989650955,0.058174226288517,-7.69206442540824,1.44779678050288e-14,2.52298719219586e-14
"hepT",2534.34688134262,-0.449802922628693,0.067544242680116,-6.65938212911681,2.74981132484437e-11,4.54885972784814e-11
"metG",25206.9570555278,-0.451906983268943,0.0549541808320954,-8.22334127133438,1.9791064201745e-16,3.56150006693565e-16
"rpmB",9107.56202128636,-0.452879296565166,0.074744905727976,-6.05899883282159,1.36971386868791e-09,2.14799093440949e-09
"agaSK_2",206.940328812628,-0.454092194796266,0.160939947945959,-2.821500818111,0.00477995155921281,0.00601919825974946
"xerS_2",1055.79909920877,-0.46223022587298,0.0866956394048439,-5.33164331039185,9.73279676201419e-08,1.45355226408399e-07
"murE",4983.15562179383,-0.462637279784949,0.0708233040975166,-6.53227473188689,6.47781870525702e-11,1.05844113404915e-10
"mprF_2",3464.73771350571,-0.467339005123225,0.0605468044938426,-7.71864029869241,1.17577194520595e-14,2.05342466496078e-14
"glpE_2",2233.33399105244,-0.469605932986331,0.085868390030483,-5.46890343256258,4.52828364502234e-08,6.81374507038202e-08
"fmt",5216.67479554249,-0.472091129990811,0.0547125971086502,-8.62856371181424,6.21271891864646e-18,1.15173141902518e-17
"lacC_1",305.85388200682,-0.472956780115227,0.135015089133656,-3.50299202222525,0.000460063242060947,0.000608090207455247
"degA_3",3392.52927183463,-0.476148117938731,0.0861077319692716,-5.52967900848496,3.20817278363667e-08,4.8501987779105e-08
"recF",8909.6157082357,-0.478606091867268,0.0601250072111363,-7.96018352541039,1.71784290120382e-15,3.02992600013654e-15
"treP_2",471.690823207816,-0.48010690778045,0.102313636666099,-4.6925016393199,2.69884371818489e-06,3.85411283436949e-06
"glmU",17335.5656820506,-0.480422720793971,0.0506218188242754,-9.49042788173362,2.30087855377886e-21,4.53926410980076e-21
"yjbK",1069.11955066281,-0.483915518647038,0.0803839109190632,-6.02005442524788,1.74358434511595e-09,2.72360487145189e-09
"rsmE",1605.67837066988,-0.484341294166903,0.0776869471827494,-6.23452602697267,4.53147988204966e-10,7.24130485151536e-10
"cobB",1232.53467186451,-0.485492750360723,0.0807129493773692,-6.01505401680747,1.79826726247464e-09,2.80354252237509e-09
"ptsI",126010.220395668,-0.485744687637273,0.043036157658332,-11.2868972061504,1.52319223840452e-29,3.39005737739614e-29
"wbgU_1",14968.5225664468,-0.485944488804947,0.0547313338036884,-8.87872549475852,6.76307797794165e-19,1.28353902716755e-18
"rimM",1542.5926824589,-0.486238149370356,0.0949925028885692,-5.11870026143787,3.0764845057906e-07,4.55205762986424e-07
"ftsA",34971.3792591412,-0.494267343925968,0.0570673751659067,-8.66111929082125,4.67154354883625e-18,8.70061374247124e-18
"pelX",162.108041816039,-0.494377673356015,0.18142456679803,-2.72497645760608,0.00643060721871031,0.00805337800587702
"gmuE_2",404.1023022463,-0.504555584207315,0.115632036485208,-4.36345842851139,1.28022277501141e-05,1.79298509594061e-05
"ychF",13736.2835837982,-0.511947607761004,0.0553399274259613,-9.25096276004215,2.22479574038439e-20,4.31983425654223e-20
"xerD_5",238.685424138449,-0.515016273542199,0.151146666945433,-3.40739418175943,0.000655863340651696,0.000861191140806417
"suhB",1788.39444861677,-0.516085943696855,0.0797643958110221,-6.47012916539313,9.79191787471111e-11,1.59180923334571e-10
"sbcC",8122.03592576757,-0.517619595787503,0.0528118385128118,-9.80120386571907,1.11251702146154e-22,2.25323472787775e-22
"ywqD",1884.36467362635,-0.521965995568522,0.0742929838804219,-7.02577778284759,2.12877033150938e-12,3.59595664878646e-12
"gyrA",48301.7586968296,-0.522281716190796,0.0610532197421801,-8.55453190505471,1.18347987232623e-17,2.17629555348367e-17
"yugI_2",1148.71416823952,-0.522535844165647,0.0845247289895847,-6.18204696320333,6.32756940659091e-10,1.00611501609276e-09
"tyrS1",13198.0496675964,-0.52347899236782,0.0522038905052302,-10.0275858236155,1.15301246124104e-23,2.3713177774301e-23
"wbbL",3924.13004991046,-0.524199257528259,0.0838958941172478,-6.24821110787221,4.15180276897967e-10,6.64122204687639e-10
"repD",475.410773348808,-0.532071374987752,0.110850889123305,-4.79988369237079,1.58757801982316e-06,2.2814295644581e-06
"ugd",1649.2758189528,-0.540496165501093,0.091784626086935,-5.88874399280284,3.89141706716552e-09,6.00819755877343e-09
"icaR",965.649537511637,-0.542641674866733,0.0821793862891139,-6.60313613145849,4.0254957028289e-11,6.62486316490276e-11
"recQ_2",4018.12912391805,-0.544466571657488,0.0561500847472103,-9.69662956180203,3.1162282383135e-22,6.20141061622039e-22
"rpmF_2",4947.3386610586,-0.546664046143764,0.0629981006035503,-8.67746869995246,4.04674537729052e-18,7.56339077533363e-18
"dnaX_2",10390.9954445969,-0.548887016540484,0.0542880919619201,-10.1106337818153,4.9562604076639e-24,1.0232692676288e-23
"mutS2_1",2468.88291299271,-0.549700740717129,0.0647597677516013,-8.48830624015844,2.09670454208959e-17,3.83795401862448e-17
"mntH",5454.09151920452,-0.555239008511241,0.0833607441230734,-6.66067720906484,2.7256869548467e-11,4.51362461538344e-11
"gyrB",21778.4143665834,-0.560729966935078,0.0600942708624197,-9.33083901157263,1.05036110913095e-20,2.04942253039226e-20
"coiA",721.528301050589,-0.565814344323452,0.0883267977050882,-6.40591937016254,1.49465942506301e-10,2.42483833629512e-10
"pgk",83808.049539203,-0.570956934241051,0.0479547804272479,-11.9061526119851,1.09933698167528e-32,2.55711862695355e-32
"arcA",8890.05142226907,-0.576099648264195,0.07196869026883,-8.00486497825995,1.19597825233877e-15,2.11647092717315e-15
"rnhB",2106.8996258535,-0.579804435912281,0.0764699781227954,-7.58211850121406,3.39957547183138e-14,5.89850337023512e-14
"gnd",26528.5502323966,-0.582626170651358,0.0592635755377534,-9.83110055990801,8.27098930442624e-23,1.67728945538999e-22
"rmlB",24413.4695691333,-0.582683254221673,0.0596867986808081,-9.76234723758155,1.6333044064839e-22,3.28717939743233e-22
"potA_1",1686.21406312747,-0.583403147007593,0.115060283792337,-5.07041289816849,3.96953557043755e-07,5.84099248762358e-07
"bacC",2554.70778714728,-0.584278848114911,0.0733032616379233,-7.97070737453564,1.57768682674162e-15,2.78579397694267e-15
"gatC_2",3546.27257191449,-0.58460457608428,0.0979547304139598,-5.96810969326057,2.40017993229472e-09,3.73829194133232e-09
"purR_2",4686.94190276648,-0.584830355618425,0.0613750781926235,-9.52879202504567,1.59123968719078e-21,3.14314093959316e-21
"tee6",491.912487509066,-0.598517757479094,0.134211681840214,-4.45950567992778,8.21488964698387e-06,1.15558042745425e-05
"rnz",2589.07365671555,-0.603700750688807,0.0616351934295157,-9.79474091176792,1.18601082099165e-22,2.39904467334767e-22
"pbpX_2",15418.4610791549,-0.604949739944662,0.0649962212686245,-9.30746015902139,1.30925599163199e-20,2.54524461633566e-20
"plsY",2843.32224135283,-0.605980640190837,0.0614465726068056,-9.86191116091186,6.08793974500177e-23,1.23772617207542e-22
"galM_2",4169.39180185257,-0.60902542196389,0.0775571122009578,-7.85260570798262,4.07481180775413e-15,7.14769403819001e-15
"corA_1",1086.53198571334,-0.609408832270654,0.0889936000615262,-6.84778267031939,7.50033911333803e-12,1.25503056577112e-11
"epsN",3276.12482594805,-0.616335770691158,0.0709807179698206,-8.68314365252279,3.84977671650594e-18,7.20368055383665e-18
"gabR",116.998959609594,-0.616951065054356,0.214555600338177,-2.87548339023514,0.00403409369857316,0.00509603298839518
"mvaA",9893.97026673279,-0.61717795793839,0.0657821801957906,-9.38214507487368,6.46439559698987e-21,1.26594413774385e-20
"rph",5110.99547478783,-0.617797207632657,0.0567717978704626,-10.8821145499443,1.40270682768314e-27,3.06638236749338e-27
"hin",7931.79426072525,-0.618471213025913,0.058727272880586,-10.5312435379639,6.20098165698232e-26,1.31770860210874e-25
"fni",5915.23700107398,-0.62223790041599,0.0591411230287564,-10.5212391741942,6.89605805118156e-26,1.46346623715646e-25
"czrA",574.932241079879,-0.623159392834995,0.100512097165449,-6.19984469938218,5.65189027221311e-10,9.00470653539038e-10
"ykuL",2318.31943999509,-0.624146200665866,0.0669231137180178,-9.32631741098781,1.09613272264937e-20,2.13612206194352e-20
"treR",1574.4378514159,-0.62451181977825,0.0737718902600393,-8.46544418987913,2.55178283922915e-17,4.6549645857171e-17
"gmuD_2",535.448705514754,-0.625722109196612,0.103469256746642,-6.04742054665351,1.47183209715774e-09,2.30361184256421e-09
"yddE",227.204758694002,-0.62614653032861,0.143965182860976,-4.34929139035835,1.36578135477145e-05,1.9061297859605e-05
"maf",2966.98665572351,-0.628229042087293,0.0772569854690422,-8.13167946268149,4.2338313214185e-16,7.55939938729247e-16
"mraY",6073.11558545112,-0.628774860989097,0.054580778303501,-11.5200786894745,1.04515508168816e-30,2.36231657784679e-30
"nagB",1036.99488401288,-0.629040510261906,0.100925159425169,-6.23274229978609,4.58339823011016e-10,7.31695341829774e-10
"tagO",3560.10831901031,-0.629739972691272,0.105775169244665,-5.95357092962564,2.6235407366533e-09,4.06636090899319e-09
"gph_2",1263.25709410636,-0.637573962025921,0.0848283698502428,-7.51604637872334,5.64575324841499e-14,9.75342020645098e-14
"glnQ_2",303.706212880111,-0.639723836460696,0.151672678138222,-4.21779218454694,2.46706029657209e-05,3.40152058146868e-05
"glcB",544.14198465183,-0.645277378007552,0.105460024698096,-6.11869170194879,9.43467347252554e-10,1.48978341987113e-09
"rpiA",3564.99520894603,-0.645558799177952,0.0703629536129882,-9.1746972807405,4.52845016208067e-20,8.73969004710738e-20
"gcvH",3187.78501958309,-0.65015008300508,0.0825683021299946,-7.87408807294464,3.4323710037989e-15,6.02739435612159e-15
"engB",5600.59574067559,-0.653204481032988,0.0574895717052129,-11.3621385871928,6.4544942692272e-30,1.44054215673535e-29
"cshB",14633.8507870854,-0.653435060018306,0.049998322441562,-13.0691396852773,4.942128530298e-39,1.23785601746336e-38
"metE",1927.121056034,-0.657886552603396,0.0645511195596444,-10.1917140568804,2.15923115204539e-24,4.49277523563611e-24
"araC_2",231.635627225611,-0.663424267003965,0.15558091043885,-4.26417524574598,2.00641928789137e-05,2.78321008858543e-05
"recD2",5351.11226720297,-0.665430578383682,0.0696250075570016,-9.55735017822292,1.20810223226857e-21,2.39225200392216e-21
"comEA",79.9252245752277,-0.666353217385069,0.233641167177966,-2.85203684536254,0.00434400650911105,0.00547886535245419
"rsmA_2",3434.13228396938,-0.668781722256751,0.059600351874923,-11.2211035877817,3.21236389379643e-29,7.11977462175685e-29
"dnaX_1",4428.82018204273,-0.669023657965564,0.0564635112269567,-11.8487788560723,2.18349407493179e-32,5.07154583101889e-32
"zwf",6248.75661743442,-0.675380498183197,0.0543632765293364,-12.4234693215877,1.94921589174396e-35,4.69811009804953e-35
"mfd",12197.6172421739,-0.675988124854395,0.0551340381429699,-12.2608128775452,1.47017639034588e-34,3.49084973517492e-34
"corC_2",12041.1304774846,-0.688549458457736,0.0573591265046235,-12.004183125108,3.37782544641264e-33,7.91461152986423e-33
"ywqC",2678.52803940655,-0.691037707302598,0.061657606858422,-11.2076634581254,3.7393431951271e-29,8.276274827996e-29
"gph_3",1180.19252962728,-0.691359046677507,0.0853738012257902,-8.09802347735522,5.58592908754066e-16,9.94021679497771e-16
"dtpT_2",2797.61151664,-0.692020084240947,0.0790703940937211,-8.75194935060909,2.0969852040944e-18,3.94697568450277e-18
"parB",5299.62696642787,-0.694515046661713,0.0682735591542677,-10.172533192424,2.62978796226644e-24,5.46476094109463e-24
"artM_3",23343.4883013253,-0.694630436465566,0.0551694150649267,-12.5908609987632,2.37073246947316e-36,5.7574931401491e-36
"murR_1",394.034685392601,-0.698624864481469,0.114024062767403,-6.12699501776736,8.95542752585755e-10,1.41690823626934e-09
"dtd3_2",1668.93940082446,-0.702636514642732,0.0713703211226764,-9.84493979556278,7.20823706991608e-23,1.46362933135018e-22
"gor",9157.60329829971,-0.703826601599714,0.0526597961166383,-13.3655398141075,9.61350419340166e-41,2.4501403031987e-40
"dnaC",4854.99173624869,-0.705303995449015,0.0564913341628623,-12.4851715028654,8.99493074133128e-36,2.17456873292699e-35
"gluP",708.493383679463,-0.710274877914229,0.104545335763266,-6.79394133395475,1.09110769965217e-11,1.81623969171267e-11
"mngB",296.99236398704,-0.710746735925588,0.147380649532149,-4.82252411142039,1.41752888139692e-06,2.04073076799304e-06
"epsL",1809.726928022,-0.716677352241316,0.0780847148345342,-9.17820285007116,4.38345677251432e-20,8.4700893863094e-20
"pspB_1",2242.61686941541,-0.716691713993715,0.0622909119622409,-11.5055582173553,1.2368647256865e-30,2.79168055317378e-30
"topB_3",131.022519374541,-0.717404302825913,0.188785014339018,-3.80011255309495,0.000144630382842338,0.000194708805208135
"truA",1341.40113884244,-0.717567440695813,0.0780298137657118,-9.19606758066018,3.71289152540411e-20,7.18305164357841e-20
"fur",2539.75147694412,-0.718594867488822,0.0881757790775153,-8.14957208211459,3.65214289613724e-16,6.53541360361401e-16
"wbbD",3958.28187920484,-0.720796829534302,0.0673714543257127,-10.6988462212728,1.03053358688437e-26,2.21939713186148e-26
"rapA",11990.0657605116,-0.721189226700754,0.068174830327072,-10.5785261692741,3.74807440720489e-26,8.00724986993773e-26
"rbn_2",88.3099473858968,-0.727572018123937,0.224654071773262,-3.2386326781482,0.00120104144182575,0.00155280277025691
"lipL",379.560712846077,-0.727797812117338,0.123414389497851,-5.89718763815633,3.69749317946916e-09,5.71983940057281e-09
"valS",21939.3158061074,-0.733047908459752,0.0534790218834279,-13.7072048560953,9.19316485571246e-43,2.396521605127e-42
"dus_2",3641.40355030022,-0.735120364980945,0.0640447102365191,-11.478237035754,1.69705546725518e-30,3.82495717443409e-30
"serS",5768.19546539654,-0.735204674391931,0.06242399428312,-11.7775974260387,5.09239472455697e-32,1.1708844273154e-31
"luxS",10388.0779215804,-0.735677421005975,0.0485043013841408,-15.1672614595479,5.82572488547591e-52,1.68650513894755e-51
"ygfA",761.310198714117,-0.737895986144978,0.0859865512814118,-8.58152786858534,9.36211988847236e-18,1.72955694587039e-17
"rodA",10030.4035246278,-0.738568552793609,0.0694981407158115,-10.6271699528442,2.22770068096914e-26,4.78476570993102e-26
"yycI",4610.46997764806,-0.738851723892267,0.0578715449807581,-12.7670986516419,2.50312013108709e-37,6.14437168890503e-37
"hcf136",871.68235546912,-0.741739823253242,0.102962251025276,-7.20399773574447,5.84723373727547e-13,9.99345402370716e-13
"wbgU_2",765.76312762602,-0.741903046939143,0.0938994136767658,-7.90104025029411,2.76585312962363e-15,4.86230286153858e-15
"metK",9349.85062042993,-0.741979539678064,0.0637336214413512,-11.6418857566543,2.52373070966861e-31,5.75309796583514e-31
"mtnN",3734.90287234082,-0.744870501697262,0.0691874110445751,-10.7659831528797,4.98268573946403e-27,1.08183856136733e-26
"fnr",687.728145587332,-0.745578261152767,0.0900414839798902,-8.28038619753628,1.22776451028893e-16,2.21942046090692e-16
"rfbC",5110.77819394644,-0.748643321493439,0.0526828781924566,-14.2103724621605,7.90041887531339e-46,2.12182678365559e-45
"queA",14682.6177762464,-0.750289145162964,0.0515139066279217,-14.5647883120612,4.70439533594296e-48,1.29838061257977e-47
"rpiR",628.60225163211,-0.75421908108852,0.0909124207383484,-8.29610602119164,1.07579531666445e-16,1.94690930467699e-16
"mutS_1",9394.91901091003,-0.756105521462545,0.0523100932285837,-14.4542950470099,2.35528880786121e-47,6.43376327343968e-47
"glpQ_1",2683.44296180358,-0.756122650507886,0.061614592609296,-12.2718112461204,1.28349634600653e-34,3.05212375136671e-34
"rluD_2",5504.10039513315,-0.764783106371171,0.0568615221134298,-13.4499232160115,3.08192157762347e-41,7.89248506577293e-41
"ponA_1",13211.0450704256,-0.768857002539762,0.0572339822727445,-13.4335751595237,3.84395919905944e-41,9.82823488015518e-41
"yjlD",7511.72471409003,-0.76969909901801,0.087004254685782,-8.846683438618,9.01586747683985e-19,1.70905767829064e-18
"xynB",173.757410724978,-0.772857344985478,0.202313740722214,-3.82009319894216,0.000133401257368332,0.000180198824407941
"arsC",174.601664255252,-0.773502774391026,0.171224470432477,-4.51747797751876,6.25805342750799e-06,8.84205957308379e-06
"betI",382.524686043665,-0.776643375400844,0.126964817314716,-6.11699675411439,9.53553079837029e-10,1.50422292357312e-09
"ddl_2",1388.85022710477,-0.778462114551611,0.0954841236067348,-8.15279111486451,3.55619564333728e-16,6.37085273324325e-16
"fliY",1039.98883098658,-0.783991761828368,0.0826528427733392,-9.48535749675696,2.41553656270739e-21,4.75958992257264e-21
"pehX",218.574222674019,-0.788288324913814,0.144556643541355,-5.45314490985879,4.94867095226581e-08,7.43230844146688e-08
"mro_1",673.757641921779,-0.792233115035508,0.0970231021681063,-8.16540697351494,3.20353333087768e-16,5.74550646772451e-16
"eno",126068.33309406,-0.79575131602161,0.047991765676215,-16.5809968608008,9.56292737957072e-62,3.08095926462782e-61
"sugE",123.643713761628,-0.797363359601448,0.209505905283379,-3.80592307659743,0.000141276290195481,0.000190514355892302
"guaA_1",60306.5078728815,-0.807733190166026,0.0464213109277874,-17.4000512700412,8.24291159559555e-68,2.82664650853255e-67
"epsH",4554.36840297557,-0.809440549217019,0.0546613451745814,-14.8082808176742,1.29510511664807e-49,3.65649819152583e-49
"infB",25698.8548715212,-0.811047600667407,0.0547466567332272,-14.8145594464248,1.17960109887382e-49,3.34220311347582e-49
"pflB",7154.00508703021,-0.81438784563724,0.0787071289402323,-10.3470658452764,4.31507824300648e-25,9.04920607916582e-25
"mgsR",1776.88744171045,-0.814493905836605,0.0695575763330823,-11.7096360853106,1.13766863498679e-31,2.60457661706145e-31
"tadA_2",1228.42226283317,-0.814543670225789,0.0889922925329452,-9.15296872394026,5.53900214037276e-20,1.06771114840961e-19
"rbgA",2584.7988457687,-0.817711300891087,0.0633842642981971,-12.9008565445217,4.45121865303613e-38,1.09938908926611e-37
"znuC_3",1058.03583813624,-0.819452012849907,0.082181939954124,-9.97119334621871,2.03765667530179e-23,4.16390711909496e-23
"ansA",1568.47187010374,-0.830286658062177,0.0825948558814523,-10.0525226323281,8.9545295162254e-24,1.84398687718147e-23
"rsmH_1",5293.00463120175,-0.831155842641728,0.0800064000900227,-10.3886169319769,2.79374783621068e-25,5.88196184751602e-25
"dtpT_1",6265.428663404,-0.833221851449855,0.0676791318045139,-12.3113554981254,7.86903594102384e-35,1.87962921281855e-34
"yecD_3",650.127611006651,-0.83514644358773,0.103141908368663,-8.09706216218769,5.6302306433661e-16,1.00079071947709e-15
"noxE",77.7678967134476,-0.846831559408753,0.242034359960108,-3.49880719228595,0.000467344394686355,0.000617203589015533
"gmuD_1",781.373463723021,-0.849864812622562,0.0941817697098903,-9.0236657820342,1.81898325940315e-19,3.48112005811525e-19
"galM_1",282.068567740428,-0.853882386276263,0.146956926240142,-5.81042628015325,6.2313968238475e-09,9.54724077134066e-09
"rlmCD_1",3877.87814347217,-0.855020407940276,0.0587527756052708,-14.552851318629,5.60185694953714e-48,1.54340817333799e-47
"clpP_1",4833.24130710362,-0.860728020266349,0.0552048910712901,-15.5915174102025,8.31351109695538e-55,2.47854304718931e-54
"mhqA",151.883300717025,-0.86136869197674,0.225235907227598,-3.82429561333815,0.00013114648704024,0.000177302949484183
"yecS_2",332.506790780624,-0.863876608924784,0.121188657996316,-7.12836187154612,1.01570455542808e-12,1.730379402531e-12
"prfA",7397.14814946952,-0.86605043650125,0.0574945487308043,-15.0631747812509,2.82870335649842e-51,8.15932845430412e-51
"clsA_1",5632.40413974333,-0.86644011690785,0.0588280141386499,-14.7283590920776,4.23873411380972e-49,1.18833282699437e-48
"rmlD",8660.14608950153,-0.869725602123126,0.0521769287206271,-16.6687772440561,2.21070705368344e-62,7.16574010504289e-62
"glnM_2",34075.0736587742,-0.873771648880114,0.0506348674282304,-17.2563234241423,1.00297104001192e-66,3.39565195326069e-66
"thiD",1892.66932924464,-0.87567577563499,0.0695502970751544,-12.5905396879722,2.38040276312704e-36,5.77220578979819e-36
"rsmI",1504.26512547795,-0.876207248617455,0.0752454091840892,-11.644660559607,2.44292363499206e-31,5.57684566959616e-31
"bca",2838.14850089541,-0.8822904381459,0.0649855774532578,-13.5767115215758,5.50427625868848e-42,1.42097471104753e-41
"rpoB",79021.2367216889,-0.883693717167798,0.0528535892013399,-16.7196538687555,9.42651136107066e-63,3.06170023475425e-62
"lacG_1",47.4397920881593,-0.8838928319525,0.328301848502206,-2.69231756076013,0.00709573455911187,0.00885166574977421
"intQ_1",549.463018358145,-0.887322508737549,0.111089335747055,-7.98746794884019,1.37738450695924e-15,2.43480137402751e-15
"cdsA",1249.25125648849,-0.891853032985197,0.0846160505320644,-10.5399983499258,5.64998899856699e-26,1.20222136081359e-25
"ssb_1",54422.0614221359,-0.895556139340136,0.0618356780047637,-14.4828385203627,1.55538923426596e-47,4.2633138874048e-47
"ywpJ_1",512.301009175238,-0.901222196477717,0.104856285921443,-8.59483233225425,8.33864615472391e-18,1.54226349019083e-17
"parE",14399.675260529,-0.902975962889215,0.0648058604042135,-13.9335541146601,3.96141622216827e-44,1.04980814643862e-43
"cbh_1",77.3058457438287,-0.911696873453845,0.23950851853271,-3.80653213939585,0.00014092898594006,0.000190206519875183
"hssS",953.908515367427,-0.914306477394869,0.0864235270870708,-10.5793700883524,3.71447011064133e-26,7.94608197698104e-26
"cdd",4479.23677967802,-0.914408375158423,0.10223953042496,-8.94378496612488,3.76063929872343e-19,7.16269558922532e-19
"eriC",544.586185219494,-0.916499991109549,0.104735782256716,-8.75059097628291,2.12238319396471e-18,3.99008040465365e-18
"lytR_2",3698.42336691329,-0.917357282948458,0.0687969846324557,-13.3342658526299,1.46287709096166e-40,3.71649855541612e-40
"pdhD",12004.2327336891,-0.922736797046037,0.0730914556308567,-12.6244140177787,1.54890126399093e-36,3.77884613718704e-36
"cinA",3556.0705386404,-0.922773758258436,0.0570127968468074,-16.185379586585,6.39542628786954e-59,1.9844448947603e-58
"aspS",20595.3262221827,-0.923614398671105,0.0551636764188934,-16.7431625052961,6.35218143082935e-63,2.07158896458475e-62
"yohK",702.60209734974,-0.926068216881261,0.111574067557811,-8.30003097629675,1.04084252994416e-16,1.88578952704169e-16
"ptsH",27175.3676670669,-0.926413714161814,0.0773871399428385,-11.9711584488857,5.03210762215787e-33,1.17735109519887e-32
"comFA",78.8291639871596,-0.92831060166067,0.247210631245943,-3.75514029061768,0.000173244411014308,0.000232252155034282
"ppaC",8717.51185293658,-0.928871417266918,0.0509934964248063,-18.2154879031801,3.88935015138364e-74,1.42877736595656e-73
"nrdG",1586.63148166095,-0.93108012103636,0.0931631410521783,-9.99408253651394,1.61778337321994e-23,3.31438183385316e-23
"rluD_1",1348.60659313217,-0.931740769336629,0.0786861284916365,-11.8412328474855,2.38914887958725e-32,5.52512287927703e-32
"rpoC",76188.5253777646,-0.935167449044119,0.0543396536148008,-17.2096689403519,2.24712702266658e-66,7.57575734645823e-66
"clpY",11288.7058326391,-0.942079060306249,0.0695599300874435,-13.5434158591299,8.66633524832157e-42,2.23008111542961e-41
"bin3_4",173.506403458234,-0.943844632140067,0.162543264538521,-5.8067286566426,6.37052523822863e-09,9.75105299874460e-09
"deoC",9849.20522047404,-0.945961575337908,0.0680842642981144,-13.8939824802382,6.88956232555672e-44,1.81375957104442e-43
"gatC_3",907.135795759036,-0.948437641190391,0.111152140644759,-8.53278790393774,1.42862458701511e-17,2.62105865677398e-17
"rpsO",28549.7070794462,-0.949473864459195,0.0970820813653629,-9.78011442591455,1.3705550804933e-22,2.7688331461799e-22
"lysS",42705.375220982,-0.950911899763541,0.0481947014265427,-19.7306316175213,1.17690706069397e-86,4.77334386545421e-86
"dacA",8195.34770908513,-0.956468499470122,0.0551918974417472,-17.3298716624054,2.79952512014611e-67,9.53868047333364e-67
"lacE_2",105.97005459712,-0.957304555644252,0.219793424005837,-4.35547405466885,1.3277924436005e-05,1.8563537400469e-05
"murJ_1",2794.64237781462,-0.959898503970761,0.0660362400428403,-14.5359351675389,7.172724868394e-48,1.97280797585088e-47
"hslR",1288.09721147493,-0.962892596883004,0.0934440390911199,-10.304483905539,6.72516779779301e-25,1.40665158911953e-24
"ydjZ",673.553683099127,-0.969596763379168,0.137260421480651,-7.06392092432738,1.61868881411335e-12,2.74884667901502e-12
"codY",6267.13688710644,-0.969852172679707,0.0742731039866708,-13.0579189588435,5.72720458478212e-39,1.42778048775068e-38
"murD",4742.61895680898,-0.97077582236111,0.0618231179452809,-15.7024727096478,1.4545995008544e-55,4.36106942282427e-55
"znuB",746.655938237787,-0.970801518081926,0.111147504924824,-8.73435277506716,2.45055203037809e-18,4.60162414165005e-18
"murC",15162.9186602902,-0.97666989912189,0.0513719960451479,-19.0117179457764,1.36411129340966e-80,5.2400236703573e-80
"rlmA",654.422011834715,-0.985873017513598,0.0946395558584903,-10.417134871044,2.07098127321768e-25,4.37755036322997e-25
"rpoE",20986.2083286167,-0.993641876942442,0.062963249069552,-15.7812992757858,4.18484243073756e-56,1.25939325881706e-55
"murF_2",3743.28460390736,-0.993648753441098,0.0627535315450609,-15.8341487558767,1.80890560203914e-56,5.48506859973157e-56
"dgaR_6",9396.6698392686,-0.994921920194626,0.0529427317206521,-18.7924175398476,8.71187627840965e-79,3.3146614983092e-78
"cysE",2452.14429086548,-0.995834282302208,0.0697603954625081,-14.2750664714538,3.12989235950572e-46,8.46289000082935e-46
"qseB",1760.71871047525,-1.0046731352653,0.0848750295391819,-11.8370873120167,2.51019934640043e-32,5.79667421321948e-32
"pflA",1932.65235854665,-1.00548310244831,0.0769687848263732,-13.0635179536287,5.32108301226152e-39,1.32860791462405e-38
"rbsR",674.261319135377,-1.00582946559658,0.10703564145663,-9.39714521171096,5.60635276977583e-21,1.10060832015992e-20
"tyrA",3473.86201439906,-1.00884708818862,0.0563219286435044,-17.9121545104435,9.47942241559755e-72,3.38127612056359e-71
"rluB_1",3261.71847284579,-1.00980070271416,0.0641817471752488,-15.7334561173115,8.92060735165889e-56,2.679535817284e-55
"glmS",20473.770383642,-1.00992046516001,0.0602803001889793,-16.7537398120763,5.31757655866393e-63,1.73772747254498e-62
"pglH_1",7258.32401128283,-1.01085917061819,0.0765207431949314,-13.2102633666677,7.6556104262509e-40,1.92656148994471e-39
